ModelID,Scenario,Method,SampleSize,alpha,TestStatCont,CommonStdDev,TestStatBin,FWERControl,nArms,nEps,lEpType,Arms.Mean,Arms.std.dev,Arms.Prop,Arms.alloc.ratio,EP.Corr,WI,G,test.type,info_frac,typeOfDesign,MultipleWinners,Selection,SelectionLook,SelectEndPoint,SelectionScale,SelectionCriterion,SelectionParameter,KeepAssociatedHypo,ImplicitSSR,nSimulation,nSimulation_Stage2,Seed,SummaryStat,plotGraphs,Parallel,UseCC
31,"S1, Conservative, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.1, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.1, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,6881,FALSE,FALSE,TRUE,FALSE
32,"S1, Normal, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.1, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.1, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,5807,FALSE,FALSE,TRUE,FALSE
33,"S1, Normal, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.1, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.1, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,828,FALSE,FALSE,TRUE,FALSE
34,"S1, Aggressive, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.1, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.1, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,1046,FALSE,FALSE,TRUE,FALSE
35,"S1, Aggressive, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.1, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.1, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,4308,FALSE,FALSE,TRUE,FALSE
36,"S1, Ultra Aggressive, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.1, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.1, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,570,FALSE,FALSE,TRUE,FALSE
37,"S1, Ultra Aggressive, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.1, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.1, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,7361,FALSE,FALSE,TRUE,FALSE
38,"S2, No Select, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1, 0.5, 0.5, 1), byrow = T, nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(0.5, 1)",asOF,TRUE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,500,9190,FALSE,FALSE,TRUE,FALSE
39,"S2, No Select, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1, 0.5, 0.5, 1), byrow = T, nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(0.5, 1)",asOF,TRUE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,500,240,FALSE,FALSE,TRUE,FALSE
40,"S2, Conservative, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,3545,FALSE,FALSE,TRUE,FALSE
41,"S2, Conservative, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,4604,FALSE,FALSE,TRUE,FALSE
42,"S2, Normal, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,1483,FALSE,FALSE,TRUE,FALSE
43,"S2, Normal, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,8422,FALSE,FALSE,TRUE,FALSE
44,"S2, Aggressive, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,6918,FALSE,FALSE,TRUE,FALSE
45,"S2, Aggressive, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,1996,FALSE,FALSE,TRUE,FALSE
46,"S2, Ultra Aggressive, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,8740,FALSE,FALSE,TRUE,FALSE
47,"S2, Ultra Aggressive, No CC, CER, KAE=T",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.1, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.1, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,best,1,TRUE,Selection,20000,500,5181,FALSE,FALSE,TRUE,FALSE
48,"S3, No Select, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1, 0.5, 0.5, 1), byrow = T, nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(0.5, 1)",asOF,TRUE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,500,6177,FALSE,FALSE,TRUE,FALSE
49,"S3, No Select, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1, 0.5, 0.5, 1), byrow = T, nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(0.5, 1)",asOF,TRUE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,500,7849,FALSE,FALSE,TRUE,FALSE
50,"S3, Conservative, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,8310,FALSE,FALSE,TRUE,FALSE
51,"S3, Conservative, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,500,2180,FALSE,FALSE,TRUE,FALSE
52,"S3, Normal, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,5355,FALSE,FALSE,TRUE,FALSE
53,"S3, Normal, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,20000,500,5870,FALSE,FALSE,TRUE,FALSE
54,"S3, Aggressive, No CC, CPV",CombPValue,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,296,FALSE,FALSE,TRUE,FALSE
55,"S3, Aggressive, No CC, CER",CER,2000,0.025,NA,NA,UnPooled,CombinationTest,5,2,"list(EP1 = ""Binary"", EP2 = ""Binary"")",NA,NA,"list(EP1 = c(0.1, 0.1, 0.22, 0.22, 0.22), EP2 = c(0.1, 0.1, 0.22, 0.22, 0.22))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,1/12,1/12,1/12,3/4,0,0,0,
              1/12,0,1/12,1/12,0,3/4,0,0,
              1/12,1/12,0,1/12,0,0,3/4,0,
              1/12,1/12,1/12,0,0,0,0,3/4,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,500,9299,FALSE,FALSE,TRUE,FALSE
